source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
permeability increase,local fluidization,impacts,True,3,A_or_B_same_chunk,15,30,"[{""doc"": ""1-s2.0-S0040195109002819-main"", ""tier"": ""same_chunk"", ""snip"": ""it approaches the behavior of overpressured shale. For moderate to high pressures, sand has a frictional behavior. Detachments looked like very ﬁne shear bands and compressional belts are dominated by asymmetric basinward-verging thrusts as it is often observed in shale-detached fold belts. For ﬂuid""}, {""doc"": ""3-s2.0-B9780128130810007047-main"", ""tier"": ""same_chunk"", ""snip"": ""hydrate at 900 m water depth (90 atm) we will get 1.82 m3 of free gas while at 1500-m water depth (150 atm) only 1.09 m3 of free gas develops. Shallow-water methane hydrate reservoirs are expected to develop a larger volume of free methane and are therefore able to generate higher excess pore pressu""}, {""doc"": ""3-s2.0-B9780128130810007047-main"", ""tier"": ""same_chunk"", ""snip"": ""total volume and pore-pressure increase during decomposition. Observations indicate a heterogeneous distribution of hydrates within the hydrate stability zone (HSZ) in which, except for massive hydrates, the space occupied by hydrates is usually low (<5%) with local peaks (up to <15%). Thus, there a""}]"
seismicity or waves,permeability increase,impacts,True,3,A_or_B_same_chunk,26,15,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""tion to the headwall (proximal erosive), transla- tional (intermediate), and toe (distal) parts of MTDs. This is an important character, as strata within specific zones of MTDs can show similar deformation styles, basal erosional features, and boundary features regardless of their size or litho- log""}, {""doc"": ""JGR Earth Surface - 2013 - Urgeles - Submarine landslides of the Mediterranean Sea  Trigger mechanisms  dynamics  and"", ""tier"": ""same_chunk"", ""snip"": ""can be made on this respect, as only 70 landslides (out of 696 in the database) have relatively accurate age determinations. The temporal pattern and changes in frequency-magnitude distribution suggest that sedimentation patterns and pore pressure development have had a major role in triggering slop""}, {""doc"": ""S. Lafuerza, N. Sultan"", ""tier"": ""same_chunk"", ""snip"": ""la Merced s/n, 37008 Salamanca, Spain 123 Int J Earth Sci (Geol Rundsch) (2009) 98:751–768 DOI 10.1007/s00531-008-0376-2 u pore pressure, kPa uh pore ﬂuid pressure considering hydrostatic conditions, kPa u1 pore pressure at the cone, kPa u2 pore pressure behind the cone, kPa u3 pore pressure behind ""}]"
existing geomorphology,lateral erosive walls,impacts,True,0,B_distributed,25,11,[]
sea level evolution,seismicity or waves,impacts,True,3,A_direct,33,26,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""These systems include submarine fans, deep- sea channels, and some canyon mouths that contain plunge pools with downstream sediment waves, formed by turbidity currents (Fig.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""6 Cascadia Deep-Sea Channel Juan de Fuca Channel JUAN DE FUCA PLATE Nitnat Fan Astoria Fan Astoria Channel Tufts Fan Rogue Apron Trinidad Pool & Waves Eel Waves, Channel & Lobe N California Oregon Washington GORDA PLATE Mendocino Channel BOS MTD FIG.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Ayres and Theilen (2001) demonstrated in the Barents Sea that variations in Vp and shear-wave velocity (Vs) relate to changes in the compress- ibility of sea-floor sediments.""}]"
seismicity,initial potential energy of mass,impacts,True,0,A_or_B_same_chunk,9,28,"[{""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""and soil properties. Additionally, on low latitudes, submarine slope failures mainly occurred during glacial conditions with low sea level, whereas on high latitudes, they occur during the relatively fast transition from glacial to interglacial conditions (i.e. during periods of sea level rise). The""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""complex of the mid-Norwegian margin have revealed new insights into the occurrence and dynamics of mass wasting in relation to sedimentation and oceanographic processes, glacial history and seismicity, which together form a key study for slope failure on (formerly) glaciated margins (e.g. Mienert, 2""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""on gentle slopes of less than 2 degrees (Hu¨hnerbach and Masson, 2004). This suggests that, locally, slope angle does not signiﬁcantly inﬂuence the occurrence of large-scale sliding on glaciated margins. On the other hand, there is some evidence (Vorren et al., 1998) that small slides between the Tr""}]"
flow velocity and energy,flow behavior: elastic,related_to,False,0,A_direct,10,27,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""C.K., WALLACE, P., AND THE ODP LEG 164 SCIENTIFIC PARTY, 1997, Direct measurements of in situ methane quantities in a large gas-hydrate reservoir: Nature, v. 389, p. 426–428. DONDA, F., BRANCOLINI, G., O´BRIEN, P., DE SANTIS, L., AND ESCUTIA, C., 2007, Sedimentary processes in the Wilkes Land margin""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""to changes in the compressibility of shales, an observation that led Flodin et al. (2003) to suggest that correlations between geophysical and petrophysical data must consider the ratio Vp 2/Vs 2 as the main parameter inducing variations in the acoustic impedance of strata. This latter ratio is rela""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""image volume. In the specific case of MTDs, their internal variability can be specifically quantified by three distinct textural parameters: contrast, directional- ity, and energy. Contrast (C) indicates the relative degree of heterogeneity and disaggregation of strata, parameters that are useful to""}]"
source domain in basin,sedimentation rate and type,impacts,True,0,A_direct,22,28,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport complexes asmarkers of deep- water fold-and-thrust belt evolution: insights from the southern Magdalena fan, offshore Colombia Andrea Ortiz-Karpf,* David M. Hodgson,* Christopher A.-L. Jackson† and William D. McCaffrey* *School of Earth and Environment, University of Leeds, Leeds, UK ""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""due to a realignment of the maximum compressive stress, causing different rates of displacement across the width of the MTC toe (Frey Martinez et al., 2006). Prior et al. (1984) sug- gested that the development of pressure ridges may progress through a combination of ‘stopping’ forces and resistance""}, {""doc"": ""D. Leynaud"", ""tier"": ""same_chunk"", ""snip"": ""gravity-controlled mass ﬂows (i.e. debris ﬂows, turbidity currents) of sediments takes place during glacial times. Taylor et al. (2002) estimated that, on the Norwegian Sea margin, approximately 75% of sediment deposited in the deeper basins are provided by debris ﬂows. During interglacial times, co""}]"
local fluidization,flow behavior: elastic,related_to,False,1,A_direct,30,27,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""image volume. In the specific case of MTDs, their internal variability can be specifically quantified by three distinct textural parameters: contrast, directional- ity, and energy. Contrast (C) indicates the relative degree of heterogeneity and disaggregation of strata, parameters that are useful to""}, {""doc"": ""epjbidisperse2007"", ""tier"": ""same_chunk"", ""snip"": ""the two ﬁrst groups of experiments (group A and B) equal to 25◦, for the third group of experiments (group C), the angle of the slope is equal to 19◦. The mass of beads poured into the cap is weighted before each run and is equal to 176 g. We deﬁne %l as the percentage of large beads present in the ""}, {""doc"": ""epjbidisperse2007"", ""tier"": ""same_chunk"", ""snip"": ""The local shift of the lines from the initial regular pattern (when the surface is free of beads) to the deformed pattern (in the presence of a granular mass) is proportional to the local thickness of the granular layer. This method is used in the case where the thickness is not uniform along the de""}]"
chemical effects,local fluidization,impacts,True,3,A_direct,26,30,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""MTD sheets in the downstream mini-basins. In contrast, the autochthonous MTD sheets and wedges, which are derived from local muddy basin walls to be deposited after sediment loading and during sea-level rise, tend to lack significant sandy facies. However, such local muddy sheets may serve as seals ""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""margin: Marine Geolo- gy, v. 264, p. 53–64. 822 Mass-Transport Deposits and Seismic Texture Lee, H., H. Ryan, R. E. Kayen, P. J. Haeussler, P. Dartnell, and M. A. Hampton, 2006, Varieties of submarine fail- ure morphologies of seismically induced landslides in Alaskan fjords: Norwegian Journal of Ge""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""W. Zimmerman, A.Skorstad, T.Manzocchi, and J. A. Howell, 2008, Assess- ing the effect of geological uncertainty on recovery esti- mates in shallow-marine reservoirs: The application of res- ervoir engineering to the SAIGUP project: Petroleum Geoscience, v. 14, p. 35–44. McEwen, A. S., 1989, Mobility""}]"
initial aspect ratio and top of mass slope angle,gravity,related_to,False,0,A_direct,34,35,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""Numerical modelling of the gravity-induced destabilization of a slope: The example of the La Clapière landslide, southern France A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric Geosciences Azur, Université de Nice Sophia-Antipolis and CNRS, Valbonne, France a b s t r a c t a r t i c l e i n f o Artic""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""F. Cohen, M. Anis, T. W. Cooley, M. M. Honarpour, J. P. Wallace, and M. R. Chambers, 1998, Ubit field rejuvenation: A case history of reservoir man- agement of a giant oil field, offshore Nigeria: Society of Petroleum Engineers Annual Technical Conference and Exhibition, SPE Paper 49165, 16 p., doi:""}]"
offshore events and waves,initial potential energy of mass,impacts,True,0,A_direct,21,28,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""Sea plate. 796 Mass-Transport Deposits and Seismic Texture article, we discuss (1) expected CDE values for specific regions of MTDs, and (2) seal compe- tence and reservoir potential as a function of CDE distribution. DATA AND METHODS This work used 3-D seismic data covering 672 km2 (259 mi2) of the""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""tion to the headwall (proximal erosive), transla- tional (intermediate), and toe (distal) parts of MTDs. This is an important character, as strata within specific zones of MTDs can show similar deformation styles, basal erosional features, and boundary features regardless of their size or litho- log""}, {""doc"": ""Journal of Geophysical Research  Solid Earth - 2005 - Mangeney‐Castelnau - On the use of Saint Venant equations to simulate"", ""tier"": ""same_chunk"", ""snip"": ""On the use of Saint Venant equations to simulate the spreading of a granular mass A. Mangeney-Castelnau,1,2 F. Bouchut,3 J. P. Vilotte,1 E. Lajeunesse,2,4 A. Aubertin,1,2 and M. Pirulli1,2,5 Received 4 May 2004; revised 9 March 2005; accepted 11 April 2005; published 16 September 2005. [1] Cliff col""}]"
